age,birth_date,data_source,first_name,from_year,full_name,height_cm,id,is_active,last_name,position,to_year,weight_kg
31,1994-07-11,api_cached,Isaiah,2016,Isaiah Taylor,190,1627819,False,Taylor,G,2017,77
26,1999-09-23,api_cached,Terry,2021,Terry Taylor,193,1630678,False,Taylor,F,2024,104
24,2001-04-30,imputed,Jahmyl,2025,Jahmyl Telfort,200,1643141,True,Telfort,G,2025,90
38,1987-03-19,api_cached,Milos,2017,Milos Teodosic,195,1628462,False,Teodosic,G,2018,88
30,1995-02-10,api_cached,Jared,2018,Jared Terrell,190,1629123,False,Terrell,G,2018,102
29,1996-08-21,api_cached,Emanuel,2018,Emanuel Terry,205,1629150,False,Terry,F,2021,99
25,2000-09-28,api_cached,Tyrell,2020,Tyrell Terry,187,1630179,False,Terry,G,2021,160
28,1997-05-04,api_cached,Jon,2021,Jon Teske,215,1630257,False,Teske,C,2021,120
21,2004-05-08,api_cached,Adou,2025,Adou Thiero,200,1642876,True,Thiero,G,2025,99
29,1997-01-28,api_cached,Brodric,2020,Brodric Thomas,195,1630271,False,Thomas,G,2021,83
29,1996-05-08,api_cached,Khyri,2018,Khyri Thomas,190,1629017,False,Thomas,G,2020,95
31,1994-08-04,api_cached,Matt,2019,Matt Thomas,190,1629744,False,Thomas,G,2021,86
26,1999-05-04,api_cached,Ethan,2024,Ethan Thompson,193,1630679,False,Thompson,G,2025,88
31,1994-11-15,api_cached,Sindarius,2017,Sindarius Thornwell,193,1628414,False,Thornwell,G,2020,97
27,1998-03-05,api_cached,Killian,2020,Killian Tillie,205,1629681,False,Tillie,F-C,2021,99
25,2000-09-09,api_cached,Drew,2024,Drew Timme,205,1631166,False,Timme,F,2025,106
31,1994-10-10,api_cached,Mike,2016,Mike Tobey,213,1627861,False,Tobey,C,2016,117
24,2001-10-17,api_cached,Isaiah,2021,Isaiah Todd,205,1630225,False,Todd,F,2022,99
25,2000-12-19,api_cached,Nae'Qwan,2024,Nae'Qwan Tomlin,203,1641772,True,Tomlin,F,2025,95
24,2001-04-23,api_cached,John,2025,John Tonje,193,1642910,True,Tonje,G,2025,98
20,2005-08-10,api_cached,Nikola,2024,Nikola Topić,198,1642260,True,Topić,G,2025,90
32,1993-04-10,api_cached,Juan,2019,Juan Toscano-Anderson,198,1629308,False,Toscano-Anderson,F,2023,94
33,1992-07-23,api_cached,Axel,2015,Axel Toupane,200,1626253,False,Toupane,G-F,2020,95
23,2003-01-23,api_cached,Armel,2024,Armel Traore,205,1642422,False,Traore,F,2024,111
19,2006-05-28,api_cached,Nolan,2025,Nolan Traore,190,1642849,True,Traore,G,2025,83
24,2001-09-03,api_cached,Luke,2024,Luke Travers,198,1631247,True,Travers,F,2025,93
30,1996-01-17,api_cached,Allonzo,2018,Allonzo Trier,193,1629019,False,Trier,G,2019,90
28,1997-09-24,api_cached,Rayjon,2019,Rayjon Tucker,190,1629730,False,Tucker,G,2021,94
23,2002-12-02,api_cached,Jaylon,2024,Jaylon Tyson,198,1642281,True,Tyson,G-F,2025,97
30,1996-01-05,api_cached,Tyler,2016,Tyler Ulis,177,1627755,False,Ulis,G,2018,160
32,1993-05-19,api_cached,Jarrod,2016,Jarrod Uthoff,205,1627784,False,Uthoff,F,2019,99
32,1993-11-16,api_cached,Denzel,2016,Denzel Valentine,193,1627756,False,Valentine,G,2021,99
29,1996-08-16,api_cached,Rashad,2015,Rashad Vaughn,198,1626173,False,Vaughn,G,2017,91
30,1995-08-11,api_cached,Luca,2020,Luca Vildoza,190,1630492,False,Vildoza,G,2021,86
27,1998-03-28,api_cached,MJ,2021,MJ Walker,195,1630640,False,Walker,G,2021,96
26,1999-02-26,api_cached,Keaton,2024,Keaton Wallace,190,1630811,True,Wallace,G,2025,83
31,1994-06-10,api_cached,Tyrone,2017,Tyrone Wallace,195,1627820,False,Wallace,G,2021,89
21,2004-09-04,api_cached,Ja'Kobe,2024,Ja'Kobe Walter,193,1642266,True,Walter,G,2025,81
30,1995-04-03,api_cached,Derrick,2017,Derrick Walton Jr.,182,1628476,False,Walton Jr.,G,2021,83
21,2004-04-20,api_cached,Kel'el,2024,Kel'el Ware,213,1642276,True,Ware,C,2025,104
32,1994-01-31,api_cached,Jameel,2017,Jameel Warney,203,1627866,False,Warney,F,2017,117
34,1991-12-18,api_cached,Julian,2018,Julian Washburn,203,1627395,False,Washburn,F-G,2018,94
28,1998-01-10,api_cached,Tremont,2019,Tremont Waters,177,1629682,False,Waters,G,2021,79
24,2001-07-06,api_cached,Jamir,2025,Jamir Watkins,198,1642364,True,Watkins,F,2025,95
25,2000-10-06,api_cached,Anton,2024,Anton Watson,203,1641817,False,Watson,F,2024,102
31,1994-12-30,api_cached,Paul,2019,Paul Watson,198,1628778,False,Watson,G,2021,95
29,1996-09-10,api_cached,Quinndary,2019,Quinndary Weatherspoon,190,1629683,False,Weatherspoon,G,2021,92
32,1993-08-19,api_cached,James,2017,James Webb III,205,1627821,False,Webb III,F,2017,91
33,1992-12-29,api_cached,Briante,2015,Briante Weber,187,1627362,False,Weber,G,2017,74
22,2003-08-26,imputed,Jaylen,2024,Jaylen Wells,200,1642377,True,Wells,F,2025,102
30,1996-02-03,api_cached,Thomas,2018,Thomas Welsh,213,1629118,False,Welsh,C,2018,115
23,2002-04-23,api_cached,Phillip,2024,Phillip Wheeler,203,1630762,False,Wheeler,F,2024,83
28,1997-08-05,api_cached,Jack,2022,Jack White,198,1631298,False,White,F,2023,102
33,1992-08-13,api_cached,Okaro,2016,Okaro White,203,1627855,False,White,F,2018,92
32,1993-06-16,api_cached,Andrew,2017,Andrew White III,200,1628510,False,White III,F,2017,95
30,1995-03-08,api_cached,Isaiah,2016,Isaiah Whitehead,193,1627785,False,Whitehead,G,2018,96
26,1999-08-23,api_cached,Joe,2021,Joe Wieskamp,198,1630580,False,Wieskamp,G-F,2022,92
27,1998-03-28,api_cached,Lindell,2021,Lindell Wigginton,185,1629623,False,Wigginton,G,2023,85
31,1994-09-04,api_cached,Jacob,2017,Jacob Wiley,203,1628451,False,Wiley,F,2017,101
33,1993-01-28,api_cached,Alan,2015,Alan Williams,203,1626210,False,Williams,F-C,2018,120
24,2002-01-28,api_cached,Amari,2025,Amari Williams,210,1642873,True,Williams,F-C,2025,113
21,2004-11-20,api_cached,Cody,2024,Cody Williams,203,1642262,True,Williams,F,2025,86
24,2001-09-06,api_cached,Donovan,2022,Donovan Williams,198,1631495,False,Williams,G,2022,86
30,1995-05-22,api_cached,Johnathan,2018,Johnathan Williams,205,1629140,False,Williams,F,2019,103
31,1994-12-30,api_cached,Troy,2016,Troy Williams,200,1627786,False,Williams,F,2018,98
32,1993-10-14,api_cached,Matt,2017,Matt Williams Jr.,195,1628475,False,Williams Jr.,G,2017,95
31,1994-09-16,api_cached,Nigel,2019,Nigel Williams-Goss,187,1628430,False,Williams-Goss,G,2019,86
29,1996-02-19,api_cached,D.J.,2017,D.J. Wilson,208,1628391,False,Wilson,F,2023,104
33,1992-10-20,api_cached,Kyle,2016,Kyle Wiltjer,208,1627787,False,Wiltjer,F,2016,108
29,1996-03-26,api_cached,Justise,2015,Justise Winslow,198,1626159,False,Winslow,F-G,2022,100
27,1998-02-28,api_cached,Cassius,2020,Cassius Winston,185,1630216,False,Winston,G,2021,83
21,2004-05-05,api_cached,Danny,2025,Danny Wolf,210,1642874,True,Wolf,F,2025,113
26,1999-09-22,api_cached,Robert,2020,Robert Woodard II,198,1630218,False,Woodard II,F,2021,106
27,1998-04-17,api_cached,Kenny,2019,Kenny Wooten,203,1629624,False,Wooten,F,2019,106
27,1998-12-23,api_cached,Moses,2021,Moses Wright,203,1630589,False,Wright,F,2021,102
27,1998-10-25,api_cached,McKinley,2021,McKinley Wright IV,180,1630593,False,Wright IV,G,2022,87
28,1997-10-27,api_cached,Justin,2019,Justin Wright-Foreman,182,1629625,False,Wright-Foreman,G,2019,86
30,1995-12-17,api_cached,Guerschon,2016,Guerschon Yabusele,200,1627824,True,Yabusele,F,2025,120
20,2005-06-26,api_cached,,2025,Yang Hansen,215,1642905,True,Yang Hansen,C,2025,122
32,1993-08-02,api_cached,Gabe,2021,Gabe York,190,1628221,False,York,G,2022,86
25,2000-10-07,api_cached,Jahmir,2024,Jahmir Young,182,1642443,True,Young,G,2025,83
33,1992-06-27,api_cached,Joe,2015,Joe Young,187,1626202,False,Young,G,2017,83
23,2002-02-09,imputed,Chris,2025,Chris Youngblood,193,1642959,True,Youngblood,G,2025,90
30,1996-01-16,api_cached,Qi,2017,Zhou Qi,215,1627753,False,Zhou,F-C,2018,95
19,2006-07-11,api_cached,Rocco,2025,Rocco Zikarsky,220,1642911,True,Zikarsky,C,2025,102
29,1996-09-09,api_cached,Stephen,2016,Stephen Zimmerman,213,1627757,False,Zimmerman,C,2016,108
31,1994-02-18,api_cached,Paul,2016,Paul Zipser,203,1627835,False,Zipser,F,2017,102
29,1997-01-04,api_cached,Ante,2017,Ante Zizic,208,1627790,False,Zizic,C,2019,120
24,2001-05-15,api_cached,Tristan,2024,Tristan da Silva,203,1641783,True,da Silva,F,2025,98
21,2004-02-23,api_cached,Nikola,2025,Nikola Đurišić,203,1642365,True,Đurišić,G,2025,97
